Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Long Statement,The length of the statement "else if (headerBytes[0] == ((byte)0x00) && headerBytes[1] == ((byte)0x00) && headerBytes[2] == ((byte)0x01) && headerBytes[3] == ((byte)0x00)) {" is 144.,13
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number,The method contains a magic number: 64,13
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number,The method contains a magic number: 0xff,13
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number,The method contains a magic number: 0xd8,13
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number,The method contains a magic number: 0x89,13
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number,The method contains a magic number: 0x50,13
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number,The method contains a magic number: 2,13
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number,The method contains a magic number: 0x4e,13
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number,The method contains a magic number: 3,13
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number,The method contains a magic number: 0x47,13
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number,The method contains a magic number: 4,13
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number,The method contains a magic number: 0x0d,13
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number,The method contains a magic number: 5,13
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number,The method contains a magic number: 0x0a,13
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number,The method contains a magic number: 6,13
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number,The method contains a magic number: 0x1a,13
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number,The method contains a magic number: 7,13
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number,The method contains a magic number: 0x0a,13
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number,The method contains a magic number: 2,13
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Magic Number,The method contains a magic number: 3,13
project-1-team-8,com.sismics.util.jpa,DialectUtil,isObjectNotFound,Long Statement,The length of the statement "return EMF.isDriverHsql() && message.contains("object not found") || EMF.isDriverPostgresql() && message.contains("does not exist");" is 132.,7
project-1-team-8,com.sismics.util.jpa,SuppliedConnectionProviderConnectionHelper,prepare,Empty catch clause,The method has an empty catch block.,52
project-1-team-8,com.sismics.util.jpa,DbOpenHelper,open,Long Statement,The length of the statement "log.info(MessageFormat.format("Found database version {0}` new version is {1}` executing database incremental update scripts"`oldVersion`currentVersion));" is 154.,63
project-1-team-8,com.sismics.util.jpa,ResultMapper,booleanValue,Long Statement,The length of the statement "return o == null ? null : o instanceof String ? "true".equalsIgnoreCase((String)o) : o instanceof Boolean ? (Boolean)o : o instanceof Byte ? o.equals(Byte.valueOf("1")) : o instanceof Integer ? o.equals(Integer.valueOf("1")) : null;" is 232.,63
project-1-team-8,com.sismics.util.jpa,ResultMapper,intValue,Long Statement,The length of the statement "return o == null ? null : o instanceof Integer ? (Integer)o : o instanceof BigInteger ? ((BigInteger)o).intValue() : o instanceof String ? Integer.valueOf((String)o) : null;" is 173.,72
project-1-team-8,com.sismics.util.jpa,ResultMapper,longValue,Long Statement,The length of the statement "return o == null ? null : o instanceof Long ? (Long)o : o instanceof Integer ? (Integer)o : o instanceof BigInteger ? ((BigInteger)o).longValue() : o instanceof BigDecimal ? ((BigDecimal)o).longValue() : null;" is 209.,80
project-1-team-8,com.sismics.util.jpa,ResultMapper,doubleValue,Long Statement,The length of the statement "return o == null ? null : o instanceof Double ? (Double)o : o instanceof BigDecimal ? ((BigDecimal)o).doubleValue() : null;" is 123.,96
project-1-team-8,com.sismics.util.jpa,QueryParam,QueryParam,Long Parameter List,The method has 7 parameters. ,51
project-1-team-8,com.sismics.util.jpa,QueryParam,QueryParam,Long Parameter List,The method has 6 parameters. ,70
project-1-team-8,com.sismics.util.cert,CertUtil,testSsl,Empty catch clause,The method has an empty catch block.,17
project-1-team-8,com.sismics.util.cert,CertUtil,testSsl,Empty catch clause,The method has an empty catch block.,17
project-1-team-8,com.sismics.util.cert,CertUtil,testSsl,Magic Number,The method contains a magic number: 42,17
project-1-team-8,com.sismics.reader.agent.ui,StatusPanel,initComponent,Magic Number,The method contains a magic number: 3,65
project-1-team-8,com.sismics.reader.agent.ui,StatusPanel,initComponent,Magic Number,The method contains a magic number: 24,65
project-1-team-8,com.sismics.reader.agent.ui,StatusPanel,notifyDeploymentStatus,Long Statement,The length of the statement "memoryTextField.setText(state == ServerState.STARTED ? MessageUtil.getMessage("agent.status.memory.value"`status.getMemoryUsed()) : null);" is 138.,129
project-1-team-8,com.sismics.reader.agent.ui,SettingPanel,saveSetting,Long Statement,The length of the statement "JOptionPane.showMessageDialog(this`MessageUtil.getMessage("agent.setting.save.ok.message")`MessageUtil.getMessage("agent.setting.save.ok.title")`JOptionPane.INFORMATION_MESSAGE);" is 178.,91
project-1-team-8,com.sismics.reader.agent.ui,SettingPanel,initComponent,Long Statement,The length of the statement "JOptionPane.showMessageDialog(SettingPanel.this`e.getMessage()`MessageUtil.getMessage("agent.setting.save.error.title")`JOptionPane.WARNING_MESSAGE);" is 149.,113
project-1-team-8,com.sismics.reader.agent.ui,SettingPanel,initComponent,Magic Number,The method contains a magic number: 12,113
project-1-team-8,com.sismics.reader.agent.ui,SettingPanel,initComponent,Magic Number,The method contains a magic number: 12,113
project-1-team-8,com.sismics.reader.agent.ui,SettingPanel,actionPerformed,Long Statement,The length of the statement "JOptionPane.showMessageDialog(SettingPanel.this`e.getMessage()`MessageUtil.getMessage("agent.setting.save.error.title")`JOptionPane.WARNING_MESSAGE);" is 149.,156
project-1-team-8,com.sismics.reader.agent.ui,SettingPanel,getPort,Magic Number,The method contains a magic number: 65535,200
project-1-team-8,com.sismics.reader.agent.ui,AgentFrame,centerComponent,Magic Number,The method contains a magic number: 2,77
project-1-team-8,com.sismics.reader.agent.ui,AgentFrame,centerComponent,Magic Number,The method contains a magic number: 2,77
project-1-team-8,com.sismics.reader.agent.ui,AgentFrame,centerComponent,Magic Number,The method contains a magic number: 2,77
project-1-team-8,com.sismics.reader.agent.ui,AgentFrame,centerComponent,Magic Number,The method contains a magic number: 2,77
project-1-team-8,com.sismics.reader.agent.ui,AgentFrame,initComponent,Magic Number,The method contains a magic number: 10,86
project-1-team-8,com.sismics.reader.agent.ui,AgentFrame,initComponent,Magic Number,The method contains a magic number: 10,86
project-1-team-8,com.sismics.reader.agent.model,Setting,read,Empty catch clause,The method has an empty catch block.,118
project-1-team-8,com.sismics.reader.agent.model,Setting,save,Empty catch clause,The method has an empty catch block.,150
project-1-team-8,com.sismics.reader.agent,ReaderAgent,isElevationNeeded,Magic Number,The method contains a magic number: 6,96
project-1-team-8,com.sismics.reader.agent.deployer,DeploymentStatus,DeploymentStatus,Long Parameter List,The method has 5 parameters. ,46
project-1-team-8,com.sismics.reader.agent.deployer,ReaderDeployer,getMemoryUsed,Magic Number,The method contains a magic number: 1024.0,142
project-1-team-8,com.sismics.reader.agent.deployer,ReaderDeployer,getMemoryUsed,Magic Number,The method contains a magic number: 1024.0,142
project-1-team-8,com.sismics.reader.agent.deployer,ReaderDeployer,getUrl,Magic Number,The method contains a magic number: 80,155
project-1-team-8,com.sismics.reader.rest.resource,StarredResource,get,Long Statement,The length of the statement "UserArticleCriteria userArticleCriteria=new UserArticleCriteria().setStarred(true).setVisible(true).setUserId(principal.getId());" is 129.,30
project-1-team-8,com.sismics.reader.rest.resource,StarredResource,get,Long Statement,The length of the statement "UserArticleCriteria afterArticleCriteria=new UserArticleCriteria().setUserArticleId(afterArticle).setUserId(principal.getId());" is 127.,30
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,list,Complex Conditional,The conditional expression categoryArrayJson != null && i < categoryArrayJson.length() && categoryArrayJson.getJSONObject(i).getString("id").equals(category.getId()) is complex.,63
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,list,Complex Method,Cyclomatic complexity of the method is 10,63
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,list,Long Statement,The length of the statement "FeedSubscriptionCriteria feedSubscriptionCriteria=new FeedSubscriptionCriteria().setUserId(principal.getId()).setUnread(unread);" is 128.,63
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,list,Long Statement,The length of the statement "if (categoryArrayJson != null && i < categoryArrayJson.length() && categoryArrayJson.getJSONObject(i).getString("id").equals(category.getId())) {" is 145.,63
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,get,Long Statement,The length of the statement "UserArticleCriteria userArticleCriteria=new UserArticleCriteria().setUnread(unread).setUserId(principal.getId()).setSubscribed(true).setVisible(true).setFeedId(feedSubscription.getFeedId());" is 190.,160
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,get,Long Statement,The length of the statement "UserArticleCriteria afterArticleCriteria=new UserArticleCriteria().setUserArticleId(afterArticle).setUserId(principal.getId());" is 127.,160
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,add,Long Statement,The length of the statement "FeedSubscriptionCriteria feedSubscriptionCriteria=new FeedSubscriptionCriteria().setUserId(principal.getId()).setFeedUrl(url);" is 126.,290
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,add,Magic Number,The method contains a magic number: 100,290
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,update,Magic Number,The method contains a magic number: 100,366
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,favicon,Long Statement,The length of the statement "final File faviconFile=matchingFiles.length > 0 ? matchingFiles[0] : new File(getClass().getResource("/image/subscription.png").getFile());" is 139.,425
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,favicon,Long Statement,The length of the statement "return Response.ok(stream).header("Expires"`new SimpleDateFormat("EEE` dd MMM yyyy HH:mm:ss Z").format(new Date().getTime() + 3600000 * 24 * 7)).header("Content-Disposition"`MessageFormat.format("attachment; filename=\"{0}\""`faviconFile.getName())).build();" is 258.,425
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,favicon,Magic Number,The method contains a magic number: 3600000,425
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,favicon,Magic Number,The method contains a magic number: 24,425
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,favicon,Magic Number,The method contains a magic number: 7,425
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,read,Long Statement,The length of the statement "userArticleDao.markAsRead(new UserArticleCriteria().setUserId(principal.getId()).setSubscribed(true).setFeedSubscriptionId(id));" is 128.,461
project-1-team-8,com.sismics.reader.rest.resource,SubscriptionResource,importFile,Empty catch clause,The method has an empty catch block.,529
project-1-team-8,com.sismics.reader.rest.resource,AllResource,get,Long Statement,The length of the statement "UserArticleCriteria userArticleCriteria=new UserArticleCriteria().setUnread(unread).setUserId(principal.getId()).setSubscribed(true).setVisible(true);" is 150.,32
project-1-team-8,com.sismics.reader.rest.resource,AllResource,get,Long Statement,The length of the statement "UserArticleCriteria afterArticleCriteria=new UserArticleCriteria().setUserArticleId(afterArticle).setUserId(principal.getId());" is 127.,32
project-1-team-8,com.sismics.reader.rest.resource,AllResource,read,Long Statement,The length of the statement "for ( FeedSubscriptionDto feedSubscrition : feedSubscriptionDao.findByCriteria(new FeedSubscriptionCriteria().setUserId(principal.getId()))) {" is 142.,87
project-1-team-8,com.sismics.reader.rest.resource,TextPlainMessageBodyWriter,getSize,Long Parameter List,The method has 5 parameters. ,37
project-1-team-8,com.sismics.reader.rest.resource,TextPlainMessageBodyWriter,writeTo,Long Parameter List,The method has 7 parameters. ,43
project-1-team-8,com.sismics.reader.rest.resource,ArticleResource,read,Long Statement,The length of the statement "for ( FeedSubscriptionDto feedSubscription : feedSubscriptionDao.findByCriteria(new FeedSubscriptionCriteria().setFeedId(article.getFeedId()).setUserId(principal.getId()))) {" is 174.,30
project-1-team-8,com.sismics.reader.rest.resource,ArticleResource,readMultiple,Long Statement,The length of the statement "for ( FeedSubscriptionDto feedSubscription : feedSubscriptionDao.findByCriteria(new FeedSubscriptionCriteria().setFeedId(article.getFeedId()).setUserId(principal.getId()))) {" is 174.,75
project-1-team-8,com.sismics.reader.rest.resource,ArticleResource,unread,Long Statement,The length of the statement "for ( FeedSubscriptionDto feedSubscription : feedSubscriptionDao.findByCriteria(new FeedSubscriptionCriteria().setFeedId(article.getFeedId()).setUserId(principal.getId()))) {" is 174.,122
project-1-team-8,com.sismics.reader.rest.resource,ArticleResource,unreadMultiple,Long Statement,The length of the statement "for ( FeedSubscriptionDto feedSubscription : feedSubscriptionDao.findByCriteria(new FeedSubscriptionCriteria().setFeedId(article.getFeedId()).setUserId(principal.getId()))) {" is 174.,167
project-1-team-8,com.sismics.reader.rest.resource,AppResource,log,Long Parameter List,The method has 5 parameters. ,54
project-1-team-8,com.sismics.reader.rest.resource,AppResource,log,Long Statement,The length of the statement "LogCriteria logCriteria=new LogCriteria().setLevel(StringUtils.stripToNull(level)).setTag(StringUtils.stripToNull(tag)).setMessage(StringUtils.stripToNull(message));" is 165.,54
project-1-team-8,com.sismics.reader.rest.resource,CategoryResource,get,Long Statement,The length of the statement "UserArticleCriteria userArticleCriteria=new UserArticleCriteria().setUnread(unread).setUserId(principal.getId()).setSubscribed(true).setVisible(true);" is 150.,77
project-1-team-8,com.sismics.reader.rest.resource,CategoryResource,get,Long Statement,The length of the statement "UserArticleCriteria afterArticleCriteria=new UserArticleCriteria().setUserArticleId(afterArticle).setUserId(principal.getId());" is 127.,77
project-1-team-8,com.sismics.reader.rest.resource,CategoryResource,add,Magic Number,The method contains a magic number: 100,147
project-1-team-8,com.sismics.reader.rest.resource,CategoryResource,read,Long Statement,The length of the statement "for ( FeedSubscriptionDto feedSubscrition : feedSubscriptionDao.findByCriteria(new FeedSubscriptionCriteria().setCategoryId(category.getId()).setUserId(principal.getId()))) {" is 174.,226
project-1-team-8,com.sismics.reader.rest.resource,CategoryResource,update,Magic Number,The method contains a magic number: 100,269
project-1-team-8,com.sismics.reader.rest.resource,UserResource,register,Magic Number,The method contains a magic number: 3,51
project-1-team-8,com.sismics.reader.rest.resource,UserResource,register,Magic Number,The method contains a magic number: 50,51
project-1-team-8,com.sismics.reader.rest.resource,UserResource,register,Magic Number,The method contains a magic number: 8,51
project-1-team-8,com.sismics.reader.rest.resource,UserResource,register,Magic Number,The method contains a magic number: 50,51
project-1-team-8,com.sismics.reader.rest.resource,UserResource,register,Magic Number,The method contains a magic number: 3,51
project-1-team-8,com.sismics.reader.rest.resource,UserResource,register,Magic Number,The method contains a magic number: 50,51
project-1-team-8,com.sismics.reader.rest.resource,UserResource,update,Complex Method,Cyclomatic complexity of the method is 13,130
project-1-team-8,com.sismics.reader.rest.resource,UserResource,update,Long Parameter List,The method has 10 parameters. ,130
project-1-team-8,com.sismics.reader.rest.resource,UserResource,update,Long Statement,The length of the statement "themeId=com.sismics.reader.rest.util.ValidationUtil.validateTheme(EnvironmentUtil.isUnitTest() ? null : request.getServletContext()`themeId`"theme"`true);" is 154.,130
project-1-team-8,com.sismics.reader.rest.resource,UserResource,update,Magic Number,The method contains a magic number: 8,130
project-1-team-8,com.sismics.reader.rest.resource,UserResource,update,Magic Number,The method contains a magic number: 50,130
project-1-team-8,com.sismics.reader.rest.resource,UserResource,update,Magic Number,The method contains a magic number: 100,130
project-1-team-8,com.sismics.reader.rest.resource,UserResource,update,Complex Method,Cyclomatic complexity of the method is 12,219
project-1-team-8,com.sismics.reader.rest.resource,UserResource,update,Long Parameter List,The method has 10 parameters. ,219
project-1-team-8,com.sismics.reader.rest.resource,UserResource,update,Magic Number,The method contains a magic number: 8,219
project-1-team-8,com.sismics.reader.rest.resource,UserResource,update,Magic Number,The method contains a magic number: 50,219
project-1-team-8,com.sismics.reader.rest.resource,UserResource,update,Magic Number,The method contains a magic number: 100,219
project-1-team-8,com.sismics.reader.rest.resource,UserResource,info,Complex Method,Cyclomatic complexity of the method is 11,494
project-1-team-8,com.sismics.reader.rest.resource,UserResource,info,Long Statement,The length of the statement "response.put("is_default_password"`hasBaseFunction(BaseFunction.ADMIN) && Constants.DEFAULT_ADMIN_PASSWORD.equals(user.getPassword()));" is 135.,494
project-1-team-8,com.sismics.reader.rest.util,TestValidationUtil,testValidateHttpUrlFail,Empty catch clause,The method has an empty catch block.,16
project-1-team-8,com.sismics.reader.rest.util,TestValidationUtil,testValidateHttpUrlFail,Empty catch clause,The method has an empty catch block.,16
project-1-team-8,com.sismics.reader.rest.assembler,ArticleAssembler,asJson,Long Statement,The length of the statement "subscription.put("title"`userArticle.getFeedSubscriptionTitle() != null ? userArticle.getFeedSubscriptionTitle() : userArticle.getFeedTitle());" is 143.,15
project-1-team-8,com.sismics.reader.rest.dao,ThemeDao,findAll,Complex Method,Cyclomatic complexity of the method is 8,27
project-1-team-8,com.sismics.reader.rest,TestAllResource,testAllResource,Magic Number,The method contains a magic number: 10,18
project-1-team-8,com.sismics.reader.rest,TestAllResource,testAllResource,Magic Number,The method contains a magic number: 2,18
project-1-team-8,com.sismics.reader.rest,TestAllResource,testAllResource,Magic Number,The method contains a magic number: 8,18
project-1-team-8,com.sismics.reader.rest,TestAllResource,testAllResource,Magic Number,The method contains a magic number: 10,18
project-1-team-8,com.sismics.reader.rest,TestAllResource,testAllResource,Magic Number,The method contains a magic number: 2,18
project-1-team-8,com.sismics.reader.rest,TestAllResource,testAllResource,Magic Number,The method contains a magic number: 8,18
project-1-team-8,com.sismics.reader.rest,TestAllResource,testAllResource,Magic Number,The method contains a magic number: 10,18
project-1-team-8,com.sismics.reader.rest,TestAllResource,testMultipleUsers,Magic Number,The method contains a magic number: 10,122
project-1-team-8,com.sismics.reader.rest,TestAllResource,testMultipleUsers,Magic Number,The method contains a magic number: 10,122
project-1-team-8,com.sismics.reader.rest,TestSearchResource,testSearchResource,Long Statement,The length of the statement "assertSearchResult(articles`"Récupérer les clés <span class=\"highlight\">searchtermwifi</span> sur un téléphone Android"`0);" is 125.,18
project-1-team-8,com.sismics.reader.rest,TestSearchResource,testSearchResource,Long Statement,The length of the statement "assertSearchResult(articles`"<span class=\"highlight\">searchtermGoogle</span> <span class=\"highlight\">searchtermKeep</span>…eut pas vraiment en faire plus (pour le moment)"`0);" is 179.,18
project-1-team-8,com.sismics.reader.rest,TestSearchResource,testSearchResource,Magic Number,The method contains a magic number: 2,18
project-1-team-8,com.sismics.reader.rest,TestSearchResource,testSearchResource,Magic Number,The method contains a magic number: 2,18
project-1-team-8,com.sismics.reader.rest,TestSearchResource,testSearchResource,Magic Number,The method contains a magic number: 2,18
project-1-team-8,com.sismics.reader.rest,TestJobResource,testJobResource,Long Statement,The length of the statement "FormDataBodyPart fdp=new FormDataBodyPart("file"`new BufferedInputStream(track)`MediaType.APPLICATION_OCTET_STREAM_TYPE);" is 121.,23
project-1-team-8,com.sismics.reader.rest,TestJobResource,testJobResource,Magic Number,The method contains a magic number: 4,23
project-1-team-8,com.sismics.reader.rest,TestJobResource,testJobResource,Magic Number,The method contains a magic number: 4,23
project-1-team-8,com.sismics.reader.rest,TestCategoryResource,testCategoryResource,Long Method,The method has 141 lines of code.,17
project-1-team-8,com.sismics.reader.rest,TestCategoryResource,testCategoryResource,Magic Number,The method contains a magic number: 2,17
project-1-team-8,com.sismics.reader.rest,TestCategoryResource,testCategoryResource,Magic Number,The method contains a magic number: 10,17
project-1-team-8,com.sismics.reader.rest,TestCategoryResource,testCategoryResource,Magic Number,The method contains a magic number: 2,17
project-1-team-8,com.sismics.reader.rest,TestCategoryResource,testCategoryResource,Magic Number,The method contains a magic number: 2,17
project-1-team-8,com.sismics.reader.rest,TestCategoryResource,testCategoryResource,Magic Number,The method contains a magic number: 2,17
project-1-team-8,com.sismics.reader.rest,TestSecurity,testHeaderBasedAuthentication,Long Statement,The length of the statement "assertEquals(Status.OK.getStatusCode()`resource.header(HeaderBasedSecurityFilter.AUTHENTICATED_USER_HEADER`userName).post(ClientResponse.class).getStatus());" is 157.,74
project-1-team-8,com.sismics.reader.rest,TestSecurity,testHeaderBasedAuthentication,Long Statement,The length of the statement "assertEquals(Status.FORBIDDEN.getStatusCode()`resource.header(HeaderBasedSecurityFilter.AUTHENTICATED_USER_HEADER`"erroneous_" + userName).post(ClientResponse.class).getStatus());" is 179.,74
project-1-team-8,com.sismics.reader.rest,TestStarredResource,testStarredResource,Magic Number,The method contains a magic number: 10,19
project-1-team-8,com.sismics.reader.rest,TestStarredResource,testStarredResource,Magic Number,The method contains a magic number: 2,19
project-1-team-8,com.sismics.reader.rest,TestStarredResource,testStarredResource,Magic Number,The method contains a magic number: 2,19
project-1-team-8,com.sismics.reader.rest,TestUserResource,testUserResource,Long Statement,The length of the statement "POST("/user"`ImmutableMap.<String`String>builder().put("email"`" alice2@reader.com ").put("theme"`" highcontrast ").put("locale"`" en ").put("display_title_web"`"true").put("display_title_mobile"`"false").put("display_unread_web"`"false").put("display_unread_mobile"`"false").put("narrow_article"`"true").build());" is 314.,30
project-1-team-8,com.sismics.reader.rest,TestUserResource,testUserResource,Magic Number,The method contains a magic number: 500,30
project-1-team-8,com.sismics.reader.rest,TestUserResource,testUserResourceAdmin,Long Statement,The length of the statement "POST("/user"`ImmutableMap.<String`String>builder().put("email"`" alice2@reader.com ").put("theme"`" highcontrast ").put("locale"`" en ").put("display_title_web"`"true").put("display_title_mobile"`"false").put("display_unread_web"`"false").put("display_unread_mobile"`"false").put("narrow_article"`"true").build());" is 314.,192
project-1-team-8,com.sismics.reader.rest,TestAppResource,testLogResource,Magic Number,The method contains a magic number: 20,61
project-1-team-8,com.sismics.reader.rest,TestAppResource,testLogResource,Magic Number,The method contains a magic number: 10,61
project-1-team-8,com.sismics.reader.rest,TestAppResource,testLogResource,Magic Number,The method contains a magic number: 9,61
project-1-team-8,com.sismics.reader.rest,TestAppResource,testLogResource,Magic Number,The method contains a magic number: 10,61
project-1-team-8,com.sismics.reader.rest,TestAppResource,testLogResource,Magic Number,The method contains a magic number: 9,61
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionAddResource,Long Method,The method has 128 lines of code.,29
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionAddResource,Magic Number,The method contains a magic number: 10,29
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionAddResource,Magic Number,The method contains a magic number: 10,29
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionAddResource,Magic Number,The method contains a magic number: 2,29
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionAddResource,Magic Number,The method contains a magic number: 8,29
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionAddResource,Magic Number,The method contains a magic number: 9,29
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionAddResource,Magic Number,The method contains a magic number: 10,29
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionAddResource,Magic Number,The method contains a magic number: 9,29
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionAddResource,Magic Number,The method contains a magic number: 10,29
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testDeletedArticle,Magic Number,The method contains a magic number: 3,239
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testDeletedArticle,Magic Number,The method contains a magic number: 2,239
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testDeletedArticle,Magic Number,The method contains a magic number: 3,239
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testDeletedArticle,Magic Number,The method contains a magic number: 2,239
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testDeletedArticle,Magic Number,The method contains a magic number: 2,239
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testDeletedArticle,Magic Number,The method contains a magic number: 3,239
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testDeletedArticle,Magic Number,The method contains a magic number: 2,239
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testDeletedArticle,Magic Number,The method contains a magic number: 3,239
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionImportOpml,Long Statement,The length of the statement "FormDataBodyPart fdp=new FormDataBodyPart("file"`new BufferedInputStream(track)`MediaType.APPLICATION_OCTET_STREAM_TYPE);" is 121.,397
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionImportOpml,Magic Number,The method contains a magic number: 2,397
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionImportTakeout,Long Statement,The length of the statement "FormDataBodyPart fdp=new FormDataBodyPart("file"`new BufferedInputStream(track)`MediaType.APPLICATION_OCTET_STREAM_TYPE);" is 121.,444
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionImportTakeout,Magic Number,The method contains a magic number: 2,444
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testSubscriptionImportTakeout,Magic Number,The method contains a magic number: 3,444
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testIssue110,Long Statement,The length of the statement "FormDataBodyPart fdp=new FormDataBodyPart("file"`new BufferedInputStream(track)`MediaType.APPLICATION_OCTET_STREAM_TYPE);" is 121.,491
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testIssue119,Magic Number,The method contains a magic number: 3,521
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testIssue119,Magic Number,The method contains a magic number: 3,521
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testIssue119,Magic Number,The method contains a magic number: 4,521
project-1-team-8,com.sismics.reader.rest,TestSubscriptionResource,testIssue119,Magic Number,The method contains a magic number: 4,521
project-1-team-8,com.sismics.reader.rest,BaseJerseyTest,setUp,Magic Number,The method contains a magic number: 2500,74
project-1-team-8,com.sismics.reader.rest,BaseJerseyTest,startHttpServer,Long Statement,The length of the statement "((StaticHttpHandler)httpServer.getServerConfiguration().getHttpHandlers().keySet().iterator().next()).setFileCacheEnabled(false);" is 129.,94
project-1-team-8,com.sismics.reader.rest,BaseJerseyTest,startHttpServer,Magic Number,The method contains a magic number: 9997,94
project-1-team-8,com.sismics.reader.rest,BaseJerseyTest,createUser,Long Statement,The length of the statement "PUT("/user"`ImmutableMap.of("username"`username`"email"`username + "@reader.com"`"password"`"12345678"`"time_zone"`"Asia/Tokyo"));" is 130.,188
project-1-team-8,com.sismics.reader.rest,BaseJerseyTest,assertIsOk,Magic Number,The method contains a magic number: 200,234
project-1-team-8,com.sismics.reader.rest,BaseJerseyTest,assertIsBadRequest,Magic Number,The method contains a magic number: 400,242
project-1-team-8,com.sismics.reader.rest,BaseJerseyTest,assertIsForbidden,Magic Number,The method contains a magic number: 403,250
project-1-team-8,com.sismics.rest.exception,ServerException,ServerException,Long Statement,The length of the statement "super(Response.status(Status.INTERNAL_SERVER_ERROR).entity(new JSONObject().put("type"`type).put("message"`message)).build());" is 126.,40
project-1-team-8,com.sismics.rest.exception,ForbiddenClientException,ForbiddenClientException,Long Statement,The length of the statement "super(Response.status(Status.FORBIDDEN).entity(new JSONObject().put("type"`"ForbiddenError").put("message"`"You don't have access to this resource")).build());" is 159.,21
